"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","horasLat","minLat","segLat","horasLon","minLon","segLon","diff_in_days","temp","tempMax","windVelocity","windGust"
6535,"Ribatejo e Oeste","Santarém","Coruche","Couço","38.1572222222222","-8.15083333333333","agriculture",2015-07-06,11:59:00,2015-07-06,"2015-07-06",0,0,1,0,0.002,0,38,59,26,8,17,3,0,24.6,34.8,15.3,36
6536,"Entre Douro e Minho","Braga","Barcelos","Cossourado","41.1630555555556","-8.15694444444444","firepit",2015-07-06,12:30:00,2015-07-06,"2015-07-06",1,0,0,1,0.05,0,41,37,47,8,37,25,0,NA,NA,NA,NA
6537,"Trás-os-Montes","Bragança","Mogadouro","Bruçó","41.1505555555556","-6.16333333333333","fire",2015-07-06,13:11:00,2015-07-07,"2015-07-06",0.627218934911243,0.372781065088757,0,1,845,0,41,15,2,6,41,48,1,17.8,22.8,5.4,39.6
6538,"Trás-os-Montes","Vila Real","Valpaços","Fiães","41.1613888888889","-7.1625","firepit",2015-07-06,13:53:00,2015-07-06,"2015-07-06",0,1,0,1,0.8,0,41,44,41,7,14,45,0,21.1,29.6,5.1,25.2
6539,"Entre Douro e Minho","Viana do Castelo","Monção","Barroças e Taias","41.1658333333333","-8.15222222222222","firepit",2015-07-06,13:54:00,2015-07-06,"2015-07-06",1,0,0,1,0.1,0,41,59,57,8,30,8,0,21.1,29.6,5.1,25.2
6540,"Alentejo","Beja","Moura","Santo Agostinho","0.152222222222222","-0.156944444444444","agriculture",2015-07-06,14:00:00,2015-07-06,"2015-07-06",0,0,1,0,0.1,0,0,38,8,0,7,25,0,22.2,25.1,30.2,57.6
6541,"Ribatejo e Oeste","Lisboa","ODIVELAS","Odivelas_Lumiar e Carnide","38.1602777777778","-9.15361111111111","agric_burn",2015-07-06,14:21:00,2015-07-06,"2015-07-06",0,1,0,1,0.8,0,38,47,37,9,11,13,0,20.1,25,NA,NA
6542,"Entre Douro e Minho","Braga","Vieira do Minho","Parada do Bouro","41.1580555555556","-8.155","firepit",2015-07-06,14:27:00,2015-07-06,"2015-07-06",0.333333333333333,0.666666666666667,0,1,0.03,0,41,38,29,8,14,18,0,NA,NA,NA,NA
6543,"Entre Douro e Minho","Viana do Castelo","Monção","Mazedo","42.1613888888889","-8.16527777777778","firepit",2015-07-06,14:32:00,2015-07-06,"2015-07-06",0,1,0,1,0.01,0,42,3,41,8,29,55,0,17.8,22.8,5.4,39.6
6544,"Beira Interior","Castelo Branco","Castelo Branco","Santo André das Tojeiras","39.1555555555556","-7.15277777777778","firepit",2015-07-06,14:43:00,2015-07-06,"2015-07-06",1,0,0,1,0.2439,1,39,48,20,7,44,10,0,26.3,33.3,8.7,NA
6545,"Entre Douro e Minho","Aveiro","Arouca","Burgo","40.1602777777778","-8.16555555555556","firepit",2015-07-06,14:59:00,2015-07-06,"2015-07-06",0,1,0,1,0.12,0,40,55,37,8,15,56,0,18.6,25.9,8.6,32.4
6546,"Beira Litoral","Viseu","Viseu","Cavernães","40.1516666666667","-7.16222222222222","fire",2015-07-06,15:21:00,2015-07-06,"2015-07-06",0.833333333333333,0.166666666666667,0,1,12,1,40,42,6,7,49,44,0,26.2,34,7.4,25.2
6547,"Ribatejo e Oeste","Leiria","Óbidos","A dos Negros","39.1516666666667","-9.15805555555556","fire",2015-07-06,16:01:00,2015-07-06,"2015-07-06",0.75193570518475,0.24806429481525,0,1,1.0203,0,39,20,6,9,6,29,0,NA,NA,NA,NA
6548,"Entre Douro e Minho","Porto","Amarante","Travanca","41.1586111111111","-8.15777777777778","firepit",2015-07-06,16:05:00,2015-07-06,"2015-07-06",0,1,0,1,0.02,0,41,16,31,8,11,28,0,NA,NA,NA,NA
6549,"Beira Interior","Guarda","Mêda","Marialva","40.1597222222222","-7.15444444444444","agriculture",2015-07-06,16:27:00,2015-07-06,"2015-07-06",0,0,1,0,1.5,1,40,54,35,7,13,16,0,26.2,34,7.4,25.2
6550,"Entre Douro e Minho","Porto","Lousada","Lustosa","41.1561111111111","-8.15638888888889","firepit",2015-07-06,16:33:00,2015-07-06,"2015-07-06",0,1,0,1,0.005,0,41,20,22,8,19,23,0,NA,NA,NA,NA
6551,"Entre Douro e Minho","Porto","Maia","Gueifães","41.1572222222222","-8.16611111111111","firepit",2015-07-06,16:35:00,2015-07-06,"2015-07-06",0,1,0,1,0.02,0,41,13,26,8,35,58,0,NA,NA,NA,NA
6552,"Entre Douro e Minho","Porto","Vila Nova de Gaia","Canelas","41.1625","-8.16611111111111","firepit",2015-07-06,16:45:00,2015-07-06,"2015-07-06",0,1,0,1,0.02,0,41,4,45,8,35,58,0,NA,NA,NA,NA
6553,"Entre Douro e Minho","Porto","Lousada","Lustosa","41.1561111111111","-8.15638888888889","firepit",2015-07-06,16:48:00,2015-07-06,"2015-07-06",1,0,0,1,0.15,0,41,20,22,8,19,23,0,NA,NA,NA,NA
6554,"Entre Douro e Minho","Porto","Vila do Conde","Bagunte","41.155","-8.16","firepit",2015-07-06,17:50:00,2015-07-06,"2015-07-06",1,0,0,1,0.005,0,41,22,18,8,39,36,0,NA,NA,NA,NA
6555,"Beira Interior","Castelo Branco","Castelo Branco","Escalos de Baixo","39.1530555555556","-7.16083333333333","firepit",2015-07-06,17:54:00,2015-07-06,"2015-07-06",0,1,0,1,0.2539,0,39,53,11,7,23,39,0,26.3,33.3,8.7,NA
6556,"Beira Litoral","Coimbra","Coimbra","São Martinho do Bispo","40.1594444444444","-8.16027777777778","agriculture",2015-07-06,18:20:00,2015-07-06,"2015-07-06",0,0,1,0,0.001,0,40,12,34,8,28,37,0,18.6,25.9,8.6,32.4
6557,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39.1602777777778","-7.1575","firepit",2015-07-06,18:39:00,2015-07-06,"2015-07-06",0,1,0,1,0.0035,0,39,50,37,7,28,27,0,26.3,33.3,8.7,NA
6558,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Castelo Rodrigo","0.164444444444444","-0.165555555555556","agriculture",2015-07-06,19:10:00,2015-07-06,"2015-07-06",0,0,1,0,0.014,0,0,40,52,0,6,56,0,22.2,25.1,30.2,57.6
6559,"Beira Interior","Castelo Branco","Castelo Branco","Santo André das Tojeiras","39.1580555555556","-7.15972222222222","firepit",2015-07-06,19:44:00,2015-07-06,"2015-07-06",0,1,0,1,0.0045,1,39,48,29,7,44,35,0,26.3,33.3,8.7,NA
6560,"Ribatejo e Oeste","Setúbal","Setúbal","Nossa Senhora da Anunciada","38.1586111111111","-8.15416666666667","fire",2015-07-06,20:03:00,2015-07-06,"2015-07-06",0.326434680420448,0.673565319579552,0,1,6.1268,0,38,31,31,8,56,15,0,24.6,34.8,15.3,36
6561,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39.1505555555556","-7.16555555555556","firepit",2015-07-06,20:28:00,2015-07-06,"2015-07-06",0,1,0,1,0.4386,0,39,51,2,7,27,56,0,26.3,33.3,8.7,NA
6562,"Algarve","Faro","Silves","Silves","0.153055555555556","-0.157222222222222","agriculture",2015-07-06,20:28:00,2015-07-06,"2015-07-06",0,0,1,0,0.0727,0,0,37,11,0,8,26,0,22.2,25.1,30.2,57.6
6563,"Entre Douro e Minho","Porto","Maia","Gemunde","41.1569444444444","-8.16527777777778","firepit",2015-07-06,20:55:00,2015-07-06,"2015-07-06",0,1,0,1,0.15,0,41,16,25,8,37,55,0,NA,NA,NA,NA
6564,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41.1633333333333","-8.15611111111111","firepit",2015-07-06,21:29:00,2015-07-06,"2015-07-06",1,0,0,1,0.01,0,41,11,48,8,16,22,0,NA,NA,NA,NA
6565,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Bravães","41.1575","-8.16472222222222","firepit",2015-07-06,21:34:00,2015-07-06,"2015-07-06",0,1,0,1,0.25,0,41,47,27,8,26,53,0,NA,NA,NA,NA
6566,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Gondufe","41.155","-8.15694444444444","firepit",2015-07-06,22:13:00,2015-07-07,"2015-07-06",0,1,0,1,0.1,1,41,45,18,8,30,25,1,NA,NA,NA,NA
6567,"Beira Litoral","Viseu","Mangualde","Abrunhosa-a-Velha","40.1625","-7.155","firepit",2015-07-06,22:19:00,2015-07-07,"2015-07-06",0,1,0,1,0.2122,1,40,34,45,7,36,18,1,26.2,34,7.4,25.2
6568,"Entre Douro e Minho","Viseu","Resende","Miomães","41.1602777777778","-8.16027777777778","firepit",2015-07-06,23:06:00,2015-07-07,"2015-07-06",1,0,0,1,0.21,1,41,5,37,8,0,37,1,NA,NA,NA,NA
6569,"Entre Douro e Minho","Braga","Barcelos","Carreira","41.1663888888889","-8.15305555555556","firepit",2015-07-06,23:46:00,2015-07-07,"2015-07-06",0,1,0,1,0.01,0,41,28,59,8,33,11,1,21.1,29.6,5.1,25.2
6570,"Ribatejo e Oeste","Lisboa","ODIVELAS","Canecas","38.1608333333333","-9.15777777777778","agric_burn",2015-07-07,01:01:00,2015-07-07,"2015-07-07",0,1,0,1,0.1,0,38,48,39,9,13,28,0,19.8,25.5,21.1,NA
6571,"Entre Douro e Minho","Viseu","Cinfães","São Cristóvão de Nogueira","41.1622222222222","-8.15805555555556","fire",2015-07-07,02:14:00,2015-07-07,"2015-07-07",0,1,0,1,8,0,41,3,44,8,8,29,0,NA,NA,NA,NA
6572,"Trás-os-Montes","Bragança","Mirandela","Avidagos","41.1522222222222","-7.15666666666667","firepit",2015-07-07,02:31:00,2015-07-07,"2015-07-07",0.133333333333333,0.533333333333333,0.333333333333333,0.666666666666667,0.15,1,41,24,8,7,18,24,0,23.1,34,5.8,28.8
6573,"Alentejo","Évora","Évora","Nossa Senhora de Machede","0.158888888888889","-0.163333333333333","agriculture",2015-07-07,05:14:00,2015-07-07,"2015-07-07",0,0,1,0,3e-04,0,0,38,32,0,7,48,0,22.1,25.1,32,82.9
6574,"Ribatejo e Oeste","Santarém","Alcanena","Alcanena","0.157222222222222","-0.161111111111111","firepit",2015-07-07,05:32:00,2015-07-07,"2015-07-07",0,1,0,1,0.0604,1,0,39,26,0,8,40,0,22.1,25.1,32,82.9
6575,"Trás-os-Montes","Vila Real","Valpaços","Valpaços","41.1655555555556","-7.15333333333333","firepit",2015-07-07,09:30:00,2015-07-07,"2015-07-07",0,1,0,1,0.02,0,41,35,56,7,18,12,0,23.1,34,5.8,28.8
6576,"Entre Douro e Minho","Porto","Baião","Loivos da Ribeira","41.1658333333333","-7.15","firepit",2015-07-07,09:41:00,2015-07-07,"2015-07-07",0,1,0,1,0.01,0,41,7,57,7,56,0,0,23.1,34,5.8,28.8
6577,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Geraz Lima (Santa Maria)","41.1544444444444","-8.15861111111111","firepit",2015-07-07,10:49:00,2015-07-07,"2015-07-07",0,1,0,1,0.002,0,41,42,16,8,40,31,0,NA,NA,NA,NA
6578,"Ribatejo e Oeste","Setúbal","Palmela","Poceirão","38.1633333333333","-8.1575","firepit",2015-07-07,11:07:00,2015-07-07,"2015-07-07",0,1,0,1,0.7506,0,38,40,48,8,43,27,0,26.2,37.3,14.4,25.2
6579,"Beira Litoral","Aveiro","Aveiro","Cacia","40.1541666666667","-8.1575","agric_burn",2015-07-07,11:35:00,2015-07-07,"2015-07-07",0,0,1,0,0.0195,0,40,41,15,8,35,27,0,19.8,29.7,9,32.4
6580,"Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Almendra","41.1530555555556","-7.16194444444444","fire",2015-07-07,11:39:00,2015-07-07,"2015-07-07",0,0.48780487804878,0.51219512195122,0.48780487804878,164,0,41,1,11,7,1,43,0,23.1,34,5.8,28.8
6581,"Entre Douro e Minho","Braga","Vieira do Minho","Guilhofrei","41.1502777777778","-8.16055555555556","fire",2015-07-07,12:20:00,2015-07-07,"2015-07-07",0.0769230769230769,0.923076923076923,0,1,26,0,41,34,1,8,7,38,0,NA,NA,NA,NA
6582,"Entre Douro e Minho","Braga","Vieira do Minho","Mosteiro","41.1555555555556","-8.15138888888889","firepit",2015-07-07,13:05:00,2015-07-07,"2015-07-07",1,0,0,1,0.005,0,41,36,20,8,8,5,0,23.1,34,5.8,28.8
6583,"Trás-os-Montes","Vila Real","Mesão frio","Santa Cristina","41.1541666666667","-7.16444444444444","firepit",2015-07-07,13:32:00,2015-07-07,"2015-07-07",1,0,0,1,0.5,0,41,10,15,7,52,52,0,23.1,34,5.8,28.8
6584,"Alentejo","Portalegre","Crato","Crato e Mártires","39.1558333333333","-7.16527777777778","firepit",2015-07-07,13:41:00,2015-07-07,"2015-07-07",1,0,0,1,0.83,1,39,16,21,7,40,55,0,29.5,35.4,12,NA
6585,"Ribatejo e Oeste","Setúbal","Setúbal","São Lourenço","38.1655555555556","-9.165","firepit",2015-07-07,13:41:00,2015-07-07,"2015-07-07",1,0,0,1,0.6552,0,38,32,56,9,1,54,0,19.8,25.5,21.1,NA
6586,"Ribatejo e Oeste","Leiria","Caldas da Rainha","Salir de Matos","39.1533333333333","-9.15361111111111","firepit",2015-07-07,13:58:00,2015-07-07,"2015-07-07",0,1,0,1,0.08,1,39,27,12,9,5,13,0,NA,NA,9.6,28.8
6587,"Trás-os-Montes","Bragança","Mirandela","Vale de Salgueiro","41.1586111111111","-7.16583333333333","firepit",2015-07-07,14:07:00,2015-07-07,"2015-07-07",0,1,0,1,0.66,0,41,35,31,7,14,57,0,23.1,34,5.8,28.8
6588,"Trás-os-Montes","Vila Real","Valpaços","Vales","41.1630555555556","-7.15888888888889","firepit",2015-07-07,14:20:00,2015-07-07,"2015-07-07",0,1,0,1,0.35,0,41,27,47,7,22,32,0,23.1,34,5.8,28.8
6589,"Beira Interior","Castelo Branco","Castelo Branco","Sobral do Campo","39.1630555555556","-7.16333333333333","fire",2015-07-07,14:46:00,2015-07-07,"2015-07-07",0.63882618510158,0,0.36117381489842,0.63882618510158,66.45,0,39,59,47,7,33,48,0,29.5,35.4,12,NA
6590,"Trás-os-Montes","Vila Real","Valpaços","Friões","41.1655555555556","-7.1625","firepit",2015-07-07,14:57:00,2015-07-07,"2015-07-07",0,1,0,1,0.1,0,41,38,56,7,23,45,0,23.1,34,5.8,28.8
6591,"Beira Litoral","Aveiro","Aveiro","Aradas","40.16","-8.16361111111111","agric_burn",2015-07-07,15:00:00,2015-07-07,"2015-07-07",0,0,1,0,0.0029,0,40,36,36,8,38,49,0,19.8,29.7,9,32.4
6592,"Trás-os-Montes","Bragança","Mirandela","Torre de Dona Chama","41.1563888888889","-7.16555555555556","firepit",2015-07-07,15:03:00,2015-07-07,"2015-07-07",0,1,0,1,0.05,0,41,38,23,7,8,56,0,23.1,34,5.8,28.8
6593,"Entre Douro e Minho","Viseu","Cinfães","Travanca","41.1505555555556","-8.15944444444444","firepit",2015-07-07,16:24:00,2015-07-07,"2015-07-07",1,0,0,1,0.7,1,41,1,2,8,13,34,0,NA,NA,NA,NA
6594,"Alentejo","Portalegre","Ponte de Sor","Tramaga","39.1661111111111","-8.15055555555556","agriculture",2015-07-07,16:33:00,2015-07-07,"2015-07-07",0,0,1,0,0.0383,0,39,12,58,8,3,2,0,25.9,38.2,11.7,32.4
6595,"Algarve","Faro","Loulé","Salir","0.154166666666667","-0.150833333333333","agriculture",2015-07-07,16:53:00,2015-07-07,"2015-07-07",0,0,1,0,0.2425,0,0,37,15,0,8,3,0,22.1,25.1,32,82.9
6596,"Alentejo","Portalegre","Campo Maior","São João Batista","39.1525","-7.16111111111111","agriculture",2015-07-07,16:54:00,2015-07-07,"2015-07-07",0,0,1,0,0.0962,0,39,2,9,7,2,40,0,29.5,35.4,12,NA
6597,"Beira Litoral","Aveiro","Aveiro","Oliveirinha","40.1502777777778","-8.15333333333333","firepit",2015-07-07,17:02:00,2015-07-07,"2015-07-07",1,0,0,1,0.221,1,40,36,1,8,35,12,0,19.8,29.7,9,32.4
6598,"Entre Douro e Minho","Viana do Castelo","Valença","Gandra","41.1663888888889","-8.15111111111111","agric_burn",2015-07-07,17:56:00,2015-07-07,"2015-07-07",0,1,0,1,0.005,0,41,59,59,8,36,4,0,23.1,34,5.8,28.8
6599,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41.15","-8.15694444444444","firepit",2015-07-07,18:05:00,2015-07-07,"2015-07-07",1,0,0,1,0.12,0,41,34,0,8,6,25,0,NA,NA,NA,NA
6600,"Ribatejo e Oeste","Santarém","Alpiarça","Alpiarça","39.1619444444444","-8.1625","firepit",2015-07-07,18:11:00,2015-07-07,"2015-07-07",0,1,0,1,0.0314,0,39,14,43,8,34,45,0,25.9,38.2,11.7,32.4
6601,"Entre Douro e Minho","Porto","Vila do Conde","Vila Chã","41.1555555555556","-8.15416666666667","firepit",2015-07-07,18:25:00,2015-07-07,"2015-07-07",0.958904109589041,0.0410958904109589,0,1,0.73,0,41,18,20,8,43,15,0,NA,NA,NA,NA
6602,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39.1583333333333","-7.15638888888889","agriculture",2015-07-07,18:29:00,2015-07-07,"2015-07-07",0,0,1,0,10.78,0,39,51,30,7,27,23,0,29.5,35.4,12,NA
6603,"Trás-os-Montes","Viseu","Armamar","Queimada","41.165","-7.16277777777778","firepit",2015-07-07,18:40:00,2015-07-07,"2015-07-07",0,1,0,1,0.01,0,41,5,54,7,44,46,0,23.1,34,5.8,28.8
6604,"Algarve","Faro","Loulé","Salir","37.1513888888889","-8.15944444444444","agriculture",2015-07-07,18:58:00,2015-07-07,"2015-07-07",0,0,1,0,0.2425,0,37,15,5,8,3,34,0,26.2,29.8,8.7,21.6
6605,"Algarve","Faro","Faro","Sé","0.150277777777778","-0.165","agriculture",2015-07-07,18:58:00,2015-07-07,"2015-07-07",0,0,1,0,0.2543,0,0,37,1,0,7,54,0,22.1,25.1,32,82.9
6606,"Ribatejo e Oeste","Lisboa","ODIVELAS","Pontinha","38.1647222222222","-9.15","agric_burn",2015-07-07,20:53:00,2015-07-07,"2015-07-07",0,1,0,1,0.05,0,38,45,53,9,12,0,0,19.8,25.5,21.1,NA
6607,"Beira Litoral","Aveiro","Estarreja","Beduído","40.1611111111111","-8.16055555555556","firepit",2015-07-07,21:15:00,2015-07-07,"2015-07-07",0,1,0,1,0.0215,1,40,46,40,8,33,38,0,19.8,29.7,9,32.4
6608,"Ribatejo e Oeste","Santarém","Ourém","Seiça","39.1563888888889","-8.16027777777778","fire",2015-07-07,22:02:00,2015-07-08,"2015-07-07",0.973154362416107,0,0.0268456375838926,0.973154362416107,5.5875,0,39,40,23,8,31,37,1,25.9,38.2,11.7,32.4
6609,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Fornos","41.1538888888889","-6.15166666666667","firepit",2015-07-07,23:56:00,2015-07-08,"2015-07-07",1,0,0,1,0.019,1,41,11,14,6,45,6,1,17.5,23.2,9.8,43.2
6610,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41.1622222222222","-6.1575","fire",2015-07-08,00:01:00,2015-07-08,"2015-07-08",0,1,0,1,1.73,1,41,7,44,6,50,27,0,18.2,22.8,8.1,32.4
6611,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41.1538888888889","-8.15666666666667","fire",2015-07-08,00:07:00,2015-07-08,"2015-07-08",0,1,0,1,1,1,41,39,14,8,40,24,0,NA,NA,NA,NA
6612,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Refóios do Lima","41.1566666666667","-8.16222222222222","firepit",2015-07-08,01:03:00,2015-07-08,"2015-07-08",1,0,0,1,0.05,1,41,47,24,8,31,44,0,NA,NA,NA,NA
6613,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Loureda","41.1541666666667","-8.16583333333333","firepit",2015-07-08,06:07:00,2015-07-08,"2015-07-08",0,1,0,1,0.03,0,41,57,15,8,25,57,0,NA,NA,NA,NA
6614,"Ribatejo e Oeste","Leiria","Alcobaça","Coz","39.1527777777778","-8.15888888888889","fire",2015-07-08,06:44:00,2015-07-08,"2015-07-08",0,1,0,1,9,1,39,35,10,8,56,32,0,25.6,37,18,36
6615,"Entre Douro e Minho","Viana do Castelo","Caminha","Vilarelho","41.1508333333333","-8.15583333333333","agriculture",2015-07-08,08:31:00,2015-07-08,"2015-07-08",0,0,1,0,0.02,1,41,52,3,8,50,21,0,NA,NA,NA,NA
6616,"Beira Litoral","Aveiro","Vagos","Gafanha da Boa hora","40.1608333333333","-8.15055555555556","firepit",2015-07-08,10:14:00,2015-07-08,"2015-07-08",0,1,0,1,1e-04,0,40,33,39,8,45,2,0,20.2,28.4,10.7,39.6
6617,"Entre Douro e Minho","Porto","Vila do Conde","Mindelo","41.1647222222222","-8.15388888888889","firepit",2015-07-08,10:35:00,2015-07-08,"2015-07-08",0,1,0,1,0.01,0,41,18,53,8,43,14,0,NA,NA,NA,NA
6618,"Algarve","Faro","Loulé","Quarteira","0.151944444444444","-0.151944444444444","agriculture",2015-07-08,11:07:00,2015-07-08,"2015-07-08",0,0,1,0,0.1128,0,0,37,7,0,8,7,0,24.4,28.6,34.2,64.8
6619,"Alentejo","Évora","Portel","Portel","1900-01-01 14º19'03","-7.15055555555556","agriculture",2015-07-08,11:14:00,2015-07-08,"2015-07-08",0,0,1,0,0.64,0,NA,19,3,7,42,2,0,27,35.2,12.2,NA
6620,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41.1508333333333","-8.16277777777778","firepit",2015-07-08,11:53:00,2015-07-08,"2015-07-08",1,0,0,1,0.01,1,41,2,3,8,12,46,0,NA,NA,NA,NA
6621,"Entre Douro e Minho","Porto","Amarante","Cepelos","41.1611111111111","-8.15083333333333","firepit",2015-07-08,13:57:00,2015-07-08,"2015-07-08",1,0,0,1,0.36,0,41,15,40,8,4,3,0,21.4,30.6,7.5,36
6622,"Entre Douro e Minho","Viseu","Cinfães","Travanca","41.1544444444444","-8.15694444444444","firepit",2015-07-08,14:03:00,2015-07-08,"2015-07-08",1,0,0,1,0.05,1,41,2,16,8,13,25,0,NA,NA,NA,NA
6623,"Alentejo","Portalegre","Alter do Chão","Chancelaria","39.1652777777778","-7.16583333333333","agriculture",2015-07-08,14:34:00,2015-07-08,"2015-07-08",0,0,1,0,0.0259,0,39,13,55,7,51,57,0,27,35.2,12.2,NA
6624,"Entre Douro e Minho","Porto","Lousada","Meinedo","41.1608333333333","-8.165","fire",2015-07-08,16:29:00,2015-07-08,"2015-07-08",1,0,0,1,8,0,41,14,39,8,15,54,0,NA,NA,NA,NA
6625,"Entre Douro e Minho","Viana do Castelo","Valença","São Julião","41.165","-8.15527777777778","firepit",2015-07-08,16:33:00,2015-07-08,"2015-07-08",0,1,0,1,0.2,0,41,56,54,8,39,19,0,NA,NA,NA,NA
6626,"Alentejo","Beja","Odemira","Vila Nova de Milfontes","0.162222222222222","-0.162777777777778","agriculture",2015-07-08,17:18:00,2015-07-08,"2015-07-08",0,0,1,0,0.3419,0,0,37,44,0,8,46,0,24.4,28.6,34.2,64.8
6627,"Beira Interior","Castelo Branco","Fundão","Barroca","40.1611111111111","-7.15944444444444","firepit",2015-07-08,17:26:00,2015-07-08,"2015-07-08",0,1,0,1,0.1463,1,40,6,40,7,42,34,0,27.2,37.9,9.5,36
6628,"Entre Douro e Minho","Braga","Vieira do Minho","Louredo","41.1602777777778","-8.15694444444444","firepit",2015-07-08,17:34:00,2015-07-08,"2015-07-08",0,1,0,1,0.4,0,41,40,37,8,7,25,0,NA,NA,NA,NA
6629,"Alentejo","Évora","Reguengos de Monsaraz","Reguengos de Monsaraz","0.157777777777778","-7.15416666666667","agriculture",2015-07-08,17:37:00,2015-07-08,"2015-07-08",0,0,1,0,0.01,0,0,38,28,7,34,15,0,22.9,26.7,3.3,18
6630,"Beira Interior","Castelo Branco","Fundão","Barroca","40.1597222222222","-7.1625","firepit",2015-07-08,17:39:00,2015-07-08,"2015-07-08",1,0,0,1,0.0181,1,40,6,35,7,42,45,0,27.2,37.9,9.5,36
6631,"Ribatejo e Oeste","Setúbal","Montijo","Pegões","38.1552777777778","-8.16","firepit",2015-07-08,17:46:00,2015-07-08,"2015-07-08",1,0,0,1,0.2112,1,38,40,19,8,36,36,0,25.4,36,17,39.6
6632,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Entre Ambos-os-Rios","41.1561111111111","-8.15388888888889","fire",2015-07-08,18:26:00,2015-07-09,"2015-07-08",0.202127659574468,0.797872340425532,0,1,15.04,1,41,48,22,8,16,14,1,NA,NA,NA,NA
6633,"Beira Litoral","Coimbra","Mira","Praia de Mira","40.1605555555556","-8.15027777777778","firepit",2015-07-08,19:35:00,2015-07-08,"2015-07-08",0,1,0,1,4e-04,0,40,27,38,8,48,1,0,20.2,28.4,10.7,39.6
6634,"Entre Douro e Minho","Porto","Maia","Gemunde","41.1616666666667","-8.15333333333333","firepit",2015-07-08,19:56:00,2015-07-08,"2015-07-08",0,1,0,1,0.1,0,41,16,42,8,38,12,0,NA,NA,NA,NA
6635,"Ribatejo e Oeste","Santarém","Santarém","São Vicente do Paul","0.155555555555556","-0.160277777777778","agriculture",2015-07-08,20:00:00,2015-07-08,"2015-07-08",0,0,1,0,0.9117,1,0,39,20,0,8,37,0,24.4,28.6,34.2,64.8
6636,"Ribatejo e Oeste","Santarém","Santarém","Alcanede","0.156111111111111","-0.162777777777778","firepit",2015-07-08,20:00:00,2015-07-08,"2015-07-08",1,0,0,1,0.1447,0,0,39,22,0,8,46,0,24.4,28.6,34.2,64.8
6637,"Beira Litoral","Leiria","Leiria","Maceira","39.1505555555556","-8.15833333333333","agriculture",2015-07-08,21:31:00,2015-07-08,"2015-07-08",0,0,1,0,5e-04,0,39,42,2,8,54,30,0,25.6,37,18,36
6638,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Salvador","41.1622222222222","-7.15972222222222","firepit",2015-07-08,21:33:00,2015-07-08,"2015-07-08",0,1,0,1,0.08,0,41,29,44,7,48,35,0,21.4,30.6,7.5,36
6639,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Vila Fonche","41.1655555555556","-8.15138888888889","firepit",2015-07-08,21:44:00,2015-07-08,"2015-07-08",0,1,0,1,0.001,1,41,50,56,8,26,5,0,21.4,30.6,7.5,36
6640,"Entre Douro e Minho","Braga","Celorico de Basto","Caçarilhe","41.1616666666667","-8.1625","fire",2015-07-08,21:50:00,2015-07-09,"2015-07-08",0,1,0,1,1.4,0,41,24,42,8,3,45,1,NA,NA,NA,NA
6641,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41.1663888888889","-8.1575","agric_burn",2015-07-08,22:25:00,2015-07-09,"2015-07-08",0.0740356852002665,0.925964314799734,0,1,13.507,0,41,58,59,8,37,27,1,NA,NA,NA,NA
